Image,brand,model,category,Page,Img Score,repairability_score,source,device_text,Release Order,Date,Summary,Note,Scorecard Version,problem,fixed_flag,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Failure_ID,usage_duration,failure_type,warranty_status,repair_cost,customer_rating,comments,series,Thickness,Dimensions (WxDxH),Weight,Colors,Operating System,Operating System Type,Display Size,Display Resolution,Pixel Density,Display Type,Display Features,Display Touchscreen,Processor,Clock-speed,Chipset,Cache,Graphic Processor,Capacity,RAM Type,RAM Speed,Memory Slots,Memory Layout,SSD Capacity,SSD Type,Battery Cell,Battery Type,Power Supply,Wireless LAN,Wi-Fi Version,Bluetooth,Bluetooth Version,Other Networking Options,HDMI Ports,USB 2.0 slots,SD Card Reader,Ethernet ports,Headphone Jack,Microphone Jack,Web-cam,Video Recording,Audio Solution,Speakers,Sound Technologies,In-built Microphone,Microphone Type,Pointing device,Keyboard,Fingerprint scanner,Face Recognition,Warranty,Sales Package,Refresh Rate,Brightness,Graphics Memory,Expandable Memory,Thunderbolt Port,VGA Port,Backlit Keyboard,HDD Capacity,HDD Speed(RPM),HDD Type,USB 3.0 slots,Secondary cam(Rear-facing),Lockport,Battery Life,USB Type C,Battery Capacity,Aspect Ratio,Number of Cores,SSD Interface,Fast Charging Support,market_status,price,device_text_clean
,Infinix,Zero Book Ultra ZL12,Laptop,,,9.0989,laptop-dataset,Infinix Zero Book Ultra ZL12 Infinix Zero Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Infinix Zero,16.9 Millimeter thickness,323.3 x 211.1 x 16.9  mm,1.80 Kg weight,Grey With Meteorite Phase Design,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Full HD IPS Display (400nits peak brightness   100% sRGB   NTSC 72%),No,Intel Core i9-12900H,3.4 Ghz,,,Intel Iris Xe,32 GB,LPDDR5,,1,1*32 Gigabyte,1 TB,,,Li-Ion,100 W,802.11 a/b/g/n/ac,5.0,Yes,5.2,,1,,,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,Full-size Chiclet Keyboard,Yes,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,400 nits,,,,No,"Yes, Full-size Backlit Chiclet Keyboard",,,,2.0,,,10 Hrs,2.0,,,14.0,,,Available,81978.0,infinix zero book ultra zl12 infinix zero laptop
,Asus,X515EA-EJ328WS,Laptop,,,6.6995000000000005,laptop-dataset,Asus X515EA-EJ328WS VivoBook 15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook 15,19.9 Millimeter thickness,360 x 235 x 19.9  mm,1.80 Kg weight,Transparent Silver,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD   16:9 Aspect Ratio   LED Backlit LCD   60Hz Refresh Rate   200Nits   45% NTSC Color Gamut   Anti-Glare Display   Screen-To-Body Ratio: 83,No,Intel Core i3-1115G4 (11th Gen),3.0 Ghz,,6 MB,Intel Integrated,8 GB,DDR4,,1,1*8 Gigabyte,512 GB,,2 Cell,Li-Ion,45 W,802.11 a/b/g/n/ac,5.0,Yes,4.1,,1,2.0,,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,Chiclet Keyboard With Num-Key,,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",60 Hz,200 nits,,,,No,,,,,,,,,1.0,,16:9,2.0,,,Available,33990.0,asus x515ea ej328ws vivobook 15 laptop
,MSI,B7UC-067IN,Laptop,,,7.8975,laptop-dataset,MSI B7UC-067IN Thin A15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Thin A15,21.7 Millimeter thickness,359 x 254 x 21.7  mm,1.86 Kg weight,Cosmos Gray,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD   144Hz 45%NTSC IPS-Level,No,AMD Hexa Core Ryzen 5 - 7535HS,3.3 Ghz,,,NVIDIA GeForce RTX 3050,16 GB,DDR5,,1,1*16 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.3,,1,,,1.0,Yes,Yes,Yes,720p,,Built In Speakers,,Yes,Built In Microphone,,Blue Gaming Keyboard,No,No,2 Years,"Laptop, Power Adapter, User Manual, Warranty Card",144 Hz,,4 GB,64 GB,,No,"Yes, Blue Backlit Gaming Keyboard",,,,,,,,1.0,52.4 WHrs,,6.0,NVMe PCIe,,Available,57950.0,msi b7uc 067in thin a15 laptop
,HP,15s-eq2146AU (536C0PA),Laptop,,,7.098,laptop-dataset,HP 15s-eq2146AU (536C0PA)  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,17.9 Millimeter thickness,358.5 x 242 x 17.9  mm,1.69 Kg weight,Natural Silver,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,Diagonal   FHD (1920 x 1080)   Micro-Edge   Anti-Glare   250 Nits   45% NTSC,No,AMD Quad Core Ryzen 3 - 5300U,3.4 Ghz,AMD Integrated SoC,4 MB,AMD Radeon,8 GB,DDR4,3200 Mhz,1,1*8 Gigabyte,256 GB,M.2/Optane,3 Cell,Li-Ion,65 W,802.11 a/b/g/n/ac,5.0,Yes,4.2,,1.0,,Yes,,Yes,Yes,Yes,720p,,Dual Speakers,,Yes,Integrated Dual Array Digital Microphone,,,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",,250 nits,,,,No,,,,,,,,6 Hrs,1.0,,,4.0,,,Out of Stock,41960.0,hp 15s eq2146au 536c0pa laptop
,MSI,C12MO-1021IN,Laptop,,,6.8495,laptop-dataset,MSI C12MO-1021IN Modern 14 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Modern 14,19.3 Millimeter thickness,319.9 x 223 x 19.3  mm,1.4 Kg weight (Light-weight),Urban Silver,Windows 11 Home Basic,,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,FHD   IPS-Level,No,Intel Core i5-1235U (12th Gen),,Integrated SoC,,Intel Iris Xe,8 GB,DDR4,3200 Mhz,1,1*8 Gigabyte,512 GB,,3 Cell,,65 W,802.11 b/g/n/ax,6.0,Yes,5.3,,1,2.0,Yes,,Yes,Yes,Yes,720p HD,,2x 2W Audio Speaker,Hi-Res Audio Ready,Yes,Built In Microphone,,Single Keyboard (White),,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,,,,,No,"Yes, Single Backlit Keyboard (White)",,,,,,,,1.0,39.3 WHrs,,10.0,,,Available,36990.0,msi c12mo 1021in modern 14 laptop
,Asus,FX553VE-DM318T,Laptop,,,8.9995,laptop-dataset,Asus FX553VE-DM318T FX Laptop,,,,,,,,,,,,,,,,,,,,,,,,,FX,30 Millimeter thickness,383 x 255 x 30  mm,2.5 Kg weight,Black,Windows 10,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,HD LED backlit Display,No,Intel Core i7-7700HQ (7th Gen),2.8 Ghz,Intel HM175 Express,6 MB,Nvidia GeForce GTX 1050,8 GB,DDR4,,2 DIMM,1 x 8 Gigabyte,,,4 Cell,Li-Ion,,802.11 b/g/n,4.0,,,1 multi-format SD media card reader,1,1.0,Yes,1.0,Yes,Yes,Yes,,HD Audio Solution,Stereo Speakers,,Yes,Digital Microphone,Touchpad with Multi-touch Gestures support,Chiclet keyboard with isolated Num key,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,32 GB,,Yes,,1 TB,7200 RPM,SATA,,No,,,,,,,,,Available,79990.0,asus fx553ve dm318t fx laptop
,Acer,A515-56G (NX.A1CSI.001),Laptop,,,7.43335,laptop-dataset,Acer A515-56G (NX.A1CSI.001) Aspire 5 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Aspire 5,17.9 Millimeter thickness,363.4 x 238.5 x 17.9  mm,1.7 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit IPS ComfyView Display (16:9 Aspect Ratio   45% NTSC Color Gamut),No,Intel Core i5-1135G7 (11th Gen),4.2 Ghz,,8 MB,NVIDIA GeForce MX350,4 GB,DDR4,,1,1x4 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.1,,1.0,,,1.0,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,"Acer Purified Voice Technology, Acer TrueHarmony Technology, Stereo Speakers, Compatible with Cortana with Voice",Yes,Built-in Dual Microphones,Touchpad with Multi-Touch Gestures Enabled,FineTip Keyboard with Independent Numeric Keypad (International Language Support),No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,"Yes, FineTip Backlit Keyboard with Independent Numeric Keypad (International Language Support)",,,,,No,Yes,8 Hrs,1.0,,,,,,Out of Stock,48667.0,acer a515 56g nx a1csi 001 aspire 5 laptop
,MSI,12VE-080IN,Laptop,,,8.9995,laptop-dataset,MSI 12VE-080IN GF63 Thin Laptop,,,,,,,,,,,,,,,,,,,,,,,,,GF63 Thin,22 Millimeter thickness,359 x 254 x 22  mm,1.86 Kg weight,Black,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD (1920x1080)   144Hz   45% NTSC   IPS-Level Panel,No,Intel Core i5-12450H,4.2 Ghz,,,NVIDIA GeForce RTX 4050,8 GB,DDR4,,1,1*8 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.2,,1,,,1.0,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,,,,2 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",144 Hz,,6 GB,64 GB,,No,"Yes, Backlit",,,,,,,,1.0,,,,,,Available,79990.0,msi 12ve 080in gf63 thin laptop
,Dell,5535 (GN5535FW1YJ002ORB1),Laptop,,,8.4995,laptop-dataset,Dell 5535 (GN5535FW1YJ002ORB1) G15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,G15,26.9 Millimeter thickness,357.26 x 274.52 x 26.9  mm,2.81 Kg weight,Dark Shadow Gray With Black Thermal Shelf,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,,FHD 1920x1080   120Hz   Non-Touch,No,AMD Hexa Core Ryzen 5 - 7640HS,4.8 Ghz,,22 MB,NVIDIA GeForce RTX 3050,8 GB,DDR5,4800 MT/s,1,1*8 Gigabyte,512 GB,M.2,3 Cell,,240 W,802.11 b/g/n/ax,6.0,Yes,,,1,,,1.0,Yes,Yes,Yes,720p,,Stereo,,Yes,Single Integrated Microphone,,US English Orange Keyboard With Numeric Keypad and G-Key,,Yes,,"Laptop, Power Adapter, User Manual, Warranty Card",120 Hz,,6 GB,,,No,"Yes, US English Orange Backlit Keyboard With Numeric Keypad and G-Key",,,,,,,,1.0,56 WHrs,,6.0,NVMe PCIe,,Out of Stock,69990.0,dell 5535 gn5535fw1yj002orb1 g15 laptop
,Dell,15 3576 (B566104WIN9),Laptop,,,7.2945,laptop-dataset,Dell 15 3576 (B566104WIN9) Inspiron 15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Inspiron 15,23.6 Millimeter thickness,380 x 260.3 x 23.6  mm,2.13 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-Glare IPS Display,No,Intel Core i5-8250U (8th Gen),1.6 Ghz,,6 MB,Intel UHD 620,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,,,4 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media card Reader,1.0,1.0,Yes,1.0,Yes,Yes,Yes,720p HD,,Stereo Speakers,Waves MaxxAudio Pro,Yes,Digital Microphone,Touchpad with Multi-Touch Gestures Enabled,Standard Notebook Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,,1 TB,5400 RPM,SATA,,No,,,,,,,,,Out of Stock,45890.0,dell 15 3576 b566104win9 inspiron 15 laptop
,Asus,X1605VA-MB547WS,Laptop,,,8.1495,laptop-dataset,Asus X1605VA-MB547WS VivoBook 16 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook 16,19.9 Millimeter thickness,358.7 x 249.5 x 19.9  mm,1.88 Kg weight,Indie Black,Windows 11 Home Basic,,16 Inches (40.64 cm),1920 x 1200 Pixels,142 ppi,,WUXGA   IPS Level Panel   Color Gamut: 45% NTSC   Anti-Glare Display   TUV Rheinland Certified,No,Intel Core i5-13500H (13th Gen),4.7 Ghz,,18 MB,Intel Iris Xe,16 GB,DDR4,,1,1*16 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.3,,Yes (HDMI 1.4),1.0,,,Yes,Yes,Yes,720p HD,,Built In Speakers,,Yes,Built-In Array Microphone,Precision Touchpad,Chiclet Keyboard With Numkey,Yes,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",60 Hz,300 nits,,16 GB,,No,"Yes, Backlit Chiclet Keyboard With Numkey",,,,,,,,1.0,42 WHrs,16:10,12.0,NVMe PCIe,,Out of Stock,62990.0,asus x1605va mb547ws vivobook 16 laptop
,Acer,AL15-52 (UN.33XSI.002),Laptop,,,7.499499999999999,laptop-dataset,Acer AL15-52 (UN.33XSI.002) Aspire Lite Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Aspire Lite,19.9 Millimeter thickness,360.4 x 239.3 x 19.9  mm,1.59 Kg weight,Steel Gray,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,TFT LCD,FHD 1920 x 1080   High-Brightness TFT LCD,No,Intel Core i7-1255U (12th Gen),,,,Intel Integrated,16 GB,DDR4,,2.0,2*8 Gigabyte,512 GB,,3 Cell,Li-Ion,45 W,802.11 b/g/n/ax,6.0,Yes,5.2,,1,2.0,,1.0,Yes,Yes,Yes,720p,,Stereo,HD Audio,Yes,Built In Microphone,"Multi-Gesture Touchpad, Built In Click Pad With Microsoft PTP Multi-Gesture and Scrolling Function","100-/101-/104-Key Keyboard With Independent Numeric Keypad, International Language Support",,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,,,,,No,,,,,,,,,1.0,36 WHrs,,,NVMe PCIe,,Available,49990.0,acer al15 52 un 33xsi 002 aspire lite laptop
,HP,14s-cr1018tx (7WR00PA),Laptop,,,7.8995,laptop-dataset,HP 14s-cr1018tx (7WR00PA)  Laptop,,,,,,,,,,,,,,,,,,,,,,,,,,19.9 Millimeter thickness,324 x 225.9 x 19.9  mm,1.43 Kg weight (Light-weight),Natural Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Diagonal Full HD IPS BrightView micro-edge WLED-backlit Display,No,Intel Core i5-8265U (8th Gen),1.6 Ghz,,6 MB,AMD Radeon 530,8 GB,DDR4,2400 Mhz,1,1x8 Gigabyte,256 GB,,3 Cell,Li-Ion,65w W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD Media card Reader,1.0,,Yes,1.0,Yes,Yes,Yes,720p HD,,Dual Speakers,,Yes,Integrated Digital Microphone,Touchpad with multi-touch gesture support,Full-size island-style keyboard with numeric keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,2 GB,,,,,1 TB,5400 RPM,SATA,,No,Yes,,1.0,,,,,,Out of Stock,57990.0,hp 14s cr1018tx 7wr00pa laptop
,Acer,SFG14-41 (UN.KG3SI.00A),Laptop,,,8.99995,laptop-dataset,Acer SFG14-41 (UN.KG3SI.00A) Swift Go 14 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Swift Go 14,,,,Pure Silver,Windows 11 Home Basic,,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,,Display With IPS (In-Plane Switching) Technology   Full HD   High-Brightness   Acer Comfy View,No,AMD Octa-Core Ryzen 7 - 7730U,,,,AMD Radeon,16 GB,LPDDR4X,,1,1*16 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 b/g/n/be,7.0,Yes,5.1,,1,1.0,,,Yes,Yes,Yes,,,Two Built-In Front Facing Stereo Speakers,,Yes,Built In Microphone,"Multi-Gesture Touchpad, Supporting Two-Finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Commands, Microsoft Precision Touchpad Certification, Moisture Resistant",83-/84-/87-Key Full-Size FineTip Keyboard With International Language Support,,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",,,,,,No,"Yes, 83-/84-/87-Key Full-Size FineTip Backlit Keyboard With International Language Support",,,,,,,,1.0,50 WHrs,,8.0,NVMe PCIe,,Out of Stock,79999.0,acer sfg14 41 un kg3si 00a swift go 14 laptop
,HP,15-bc407tx (4WD02PA),Laptop,,,8.1495,laptop-dataset,HP 15-bc407tx (4WD02PA) Pavilion Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Pavilion,24.5 Millimeter thickness,382.4 x 252.5 x 24.5  mm,2.2 Kg weight,Black,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Diagonal FHD SVA Anti-Glare WLED-Backlit Display,No,Intel Core i5-8300H (8th Gen),2.3 Ghz,Intel HM370 Express,8 MB,NVIDIA GeForce GTX 1050,8 GB,DDR4,2400 Mhz,1,1 x 8 Gigabyte,128 GB,,3 Cell,Li-Ion,52 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.2,Multi-Format SD Media Card Reader,1,1.0,Yes,1.0,Yes,Yes,Yes,HD 720p,Bang & Olufsen Play,Dual Speakers,,Yes,Integrated Dual Array Digital Microphone,HP Imagepad with Multi-touch Gesture Support,Full-size island-style keyboard with numeric English keypad,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,4 GB,16 GB,,,"Yes, Full-size island-style Backlit keyboard with numeric English keypad",1 TB,5400 RPM,SATA,,No,No,,,,,,,,Available,62990.0,hp 15 bc407tx 4wd02pa pavilion laptop
,Asus,FX516PM-AZ155TS,Laptop,,,10.0,laptop-dataset,Asus FX516PM-AZ155TS TUF Dash F15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,TUF Dash F15,24.7 Millimeter thickness,359 x 256 x 24.7  mm,2 Kg weight,Moonlight White,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD IPS LED Backlit Anti-glare Display,No,Intel Core i7-11370H (11th Gen),3.0 Ghz,,12 MB,NVIDIA GeForce RTX 3060,16 GB,DDR4,3200 Mhz,2,2x8 Gigabyte,512 GB,,4 Cell,Li-Ion,200 W AC Adapter W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,1.0,Yes,Yes,,,,Built-in Speakers,,Yes,Built-in Array Microphone,Touchpad with Multi-Touch Gestures Enabled,Gaming Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",240 Hz,,6 GB,32 GB,,,"Yes, Gaming Backlit Keyboard",,,,1.0,,,,1.0,,,,,,Out of Stock,127990.0,asus fx516pm az155ts tuf dash f15 laptop
,Lenovo,Gen 7 (82R900D8IN),Laptop,,,8.32455,laptop-dataset,Lenovo Gen 7 (82R900D8IN) IdeaPad Flex 5 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,IdeaPad Flex 5,,,1.55 Kg weight,Storm Grey,Windows 11 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1200 Pixels,162 ppi,,WUXGA   IPS   Glare   Touch   45%NTSC   LED Backlight   Narrow Bezel,Yes,AMD Octa Core Ryzen 7 - 5700U,1.8 Ghz,,,AMD Radeon,16 GB,LPDDR4X,4266 Mhz,1,1*16 Gigabyte,512 GB,M.2/Optane,,,65 W,802.11 b/g/n/ax,6.0,Yes,,,Yes (HDMI 1.4),,Yes,,Yes,Yes,Yes,,,Built In Speakers,,Yes,Built In Microphone,,,,Yes,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",60 Hz,300 nits,,,,No,,,,,,,,12 Hrs,1.0,,16:10,8.0,,,Out of Stock,66491.0,lenovo gen 7 82r900d8in ideapad flex 5 laptop
,Dell,14 5418 (D560598WIN9S),Laptop,,,8.6195,laptop-dataset,Dell 14 5418 (D560598WIN9S) Inspiron 14 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Inspiron 14,17.1 Millimeter thickness,321 x 213 x 17.1  mm,1.46 Kg weight (Light-weight),Platinum Silver,Windows 10 Home Basic,64-bit,14 Inches (35.56 cm),1920 x 1080 Pixels,157 ppi,LED,Full HD WVA AG 250 nits Narrow Border Display,No,Intel Core i5-11320H (11th Gen),2.5 Ghz,,8 MB,Intel Iris Xe,16 GB,DDR4,3200 Mhz,2,2x8 Gigabyte,512 GB,,4 Cell,Li-Ion,,802.11 b/g/n/ax,6.0,Yes,5.1,Multi-Format SD media card reader,1,,Yes,,Yes,Yes,Yes,720p HD,,Built-in Speakers,Waves Maxx Audio Pro,Yes,Built-in Microphone,Touchpad with Multi-Touch Gestures Enabled,Chiclet Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,16 GB,,,"Yes, Backlit Chiclet Keyboard",,,,1.0,No,Yes,,1.0,,,,,,Available,72390.0,dell 14 5418 d560598win9s inspiron 14 laptop
,Asus,OLED UP5401ZA-KN501WS,Laptop,,,8.7495,laptop-dataset,Asus OLED UP5401ZA-KN501WS Zenbook Flip 14 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Zenbook Flip 14,15.9 Millimeter thickness (Slim),311 x 223 x 15.9  mm,1.40 Kg weight (Light-weight),Pine Grey,Windows 11 Home Basic,64-bit,14 Inches (35.56 cm),2880 x 1800 Pixels,243 ppi,OLED,2.8K OLED 16:10 aspect ratio   0.2ms response time   90Hz refresh rate   550nits HDR peak brightness  100% DCI-P3 color gamut   VESA CERTIFIED Display HDR True Black 500   1.07 billion colors   PANTONE Validated   70% less harmful blue light   SGS Eye Care Display,Yes,Intel Core i5-12500H (12th Gen),3.3 Ghz,,18 MB,Intel Iris Xe,16 GB,LPDDR5,,1,1*16 Gigabyte,512 GB,,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.0,,1.0,,,,Yes,Yes,Yes,1080,,Built-in Dual Speakers,,Yes,Built-in Microphones,,Chiclet Keyboard,,,1 Year,"Laptop, Power Adaptor, User Guide, Warranty Documents",90 Hz,,,,,,"Yes, Backlit Chiclet Keyboard",,,,1.0,,,,,,,,,,Available,74990.0,asus oled up5401za kn501ws zenbook flip 14 laptop
,Dell,15 5570 (A560120WIN9),Laptop,,,7.7766,laptop-dataset,Dell 15 5570 (A560120WIN9) Inspiron 15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Inspiron 15,22.7 Millimeter thickness,380 x 258 x 22.7  mm,2.2 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,LED,Full HD LED Backlit Anti-glare Display,No,Intel Core i5-8250U (8th Gen),1.6 Ghz,,6 MB,Intel UHD 620,8 GB,DDR4,2400 Mhz,1,1 x 8 Gigabyte,,,3 Cell,Li-Ion,45 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,4.1,Multi-Format SD Media Card Reader,1.0,1.0,Yes,1.0,Yes,Yes,Yes,HD 720p,,Stereo Speakers,Waves MaxxAudio Pro,Yes,Dual Array Digital Microphone,Touchpad with Multi-touch Gesture Support,Standard Notebook Keyboard,No,No,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,32 GB,,Yes,,1 TB,5400 RPM,SATA,2.0,No,No,,,,,,,,Available,55532.0,dell 15 5570 a560120win9 inspiron 15 laptop
,Asus,OLED X1505VA-LK541WS,Laptop,,,8.7495,laptop-dataset,Asus OLED X1505VA-LK541WS VivoBook 15 Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook 15,67 Millimeter thickness,486 x 292 x 67  mm,1.70 Kg weight,Indie Black,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,OLED,FHD (1920 x 1080) OLED 16:9 Aspect Ratio   60Hz Refresh Rate Display   0.2ms Response Time 600 Nits HDR Peak Brightness VESA CERTIFIED Display HDR True Black 600 100% DCI-P3 Color Gamut PANTONE Validated Glossy Display,No,Intel Core i5-13500H (13th Gen),4.7 Ghz,,18 MB,Intel Iris Xe,16 GB,DDR4,3200 Mhz,2,2*8 Gigabyte,512 GB,M.2,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,1.0,,,Yes,Yes,Yes,720p,,Built-In Speakers,,Yes,Built-In Microphones,,,,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",60 Hz,600 nits,,16 GB,,No,"Yes, Backlit",,,,,,,8 Hrs,1.0,,16:9,12.0,NVMe PCIe,Yes,Available,74990.0,asus oled x1505va lk541ws vivobook 15 laptop
,Asus,M3504YA-LK752WS,Laptop,,,8.0495,laptop-dataset,Asus M3504YA-LK752WS VivoBook 15X OLED Laptop,,,,,,,,,,,,,,,,,,,,,,,,,VivoBook 15X OLED,17.9 Millimeter thickness,359.7 x 232.5 x 17.9  mm,1.70 Kg weight,Cool Silver,Windows 11 Home Basic,,15.6 Inches (39.62 cm),1920 x 1080 Pixels,141 ppi,OLED,FHD (1920 x 1080) OLED Glossy Display Having 16:9 Aspect Ratio   0.2ms Response Time   60Hz Refresh Rate   600 Nits HDR Peak Brightness,No,AMD Octa Core Ryzen 7 - 7730U,4.2 Ghz,,16 MB,AMD Radeon,16 GB,DDR4,,2,2*8 Gigabyte,1 TB,M.2/Optane,3 Cell,Li-Ion,65 W,802.11 b/g/n/ax,6.0,Yes,5.0,,1,1.0,,,Yes,Yes,Yes,720p,Sonic Master,Built In Speakers,,Yes,Built In Array Microphone,Touchpad,Chiclet Keyboard With Num-Key,Yes,,1 Year,"Laptop, Power Adapter, User Manual, Warranty Card",60 Hz,600 nits,,,,No,"Yes, Backlit Chiclet Keyboard With Num-Key",,,,,,,,1.0,,16:9,8.0,,,Available,60990.0,asus m3504ya lk752ws vivobook 15x oled laptop
,Lenovo,3 (81W100W9IN),Laptop,,,6.34995,laptop-dataset,Lenovo 3 (81W100W9IN) Ideapad Laptop,,,,,,,,,,,,,,,,,,,,,,,,,Ideapad,19.9 Millimeter thickness,362.2 x 253.4 x 19.9  mm,1.85 Kg weight,Silver,Windows 10 Home Basic,64-bit,15.6 Inches (39.62 cm),1366 x 768 Pixels,100 ppi,LED,HD LED Backlit Anti-glare TN Display (220 nits Brightness),No,AMD Dual Core Athlon 3050U,2.3 Ghz,,5 MB,AMD Radeon,4 GB,DDR4,2400 Mhz,1,1x4 Gigabyte,,,2 Cell,Li-Po,65 W AC Adapter W,802.11 a/b/g/n/ac,5.0,Yes,5.0,Multi-Format SD media card reader (4-in-1),1,1.0,Yes,,Yes,Yes,Yes,720p HD,,Built-in Dual Speakers,Dolby Audio,Yes,Dual Array Microphone,Touchpad with Multi-Touch Gestures Enabled,English Non Keyboard,No,,1 Year,"Laptop, Battery, AC Adapter, User Guide",,,,,,,"Yes, English Non Backlit Keyboard",1 TB,5400 RPM,SATA,,No,,,,,,,,,Available,26999.0,lenovo 3 81w100w9in ideapad laptop
